,ID,Owner,Country.of.Origin,Company,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
275,276,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,275,70 kg,AlmacafÃ©,2016,"March 14th, 2017",Racafe & Cia S.C.A,Caturra,,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,0,1,2,Green,0.0,"March 14th, 2018",AlmacafÃ©,m,,,
276,277,"ceca, s.a.",Costa Rica,"ceca,s.a.",Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,0,0,0,Blue-Green,0.0,"June 6th, 2017",Specialty Coffee Association of Costa Rica,m,1850.0,1850.0,1850.0
277,278,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",FINCA MEDINA,100,69 kg,Asociacion Nacional Del CafÃ©,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83,0.11,0,7,Green,6.0,"May 23rd, 2017",Asociacion Nacional Del CafÃ©,m,1500.0,1500.0,1500.0
278,279,cqi taiwan icp cqi??????,Taiwan,????,???,167,30 kg,Blossom Valley International,2016,"February 23rd, 2016",CQI Taiwan ICP CQI??????,,,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83,0,0,0,,0.0,"February 22nd, 2017",Blossom Valley International,m,1200.0,1200.0,1200.0
279,280,ipanema coffees,Brazil,ipanema coffees,Ipanema AgrÃ­cola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.58,7.42,8,7.75,7.83,10.0,10.0,10.0,8,83.83,0,0,0,Green,0.0,"October 7th, 2016",Brazil Specialty Coffee Association,m,1.0,1.0,1.0
280,281,"lin, che-hao krude ???",Taiwan,taiwan coffee laboratory,ZENG JIAN NAN ???,8,18 kg,Specialty Coffee Association,2014,"April 30th, 2015","Lin, Che-Hao Krude ???",Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83,0,0,0,Green,1.0,"April 29th, 2016",Specialty Coffee Association,m,480.0,570.0,525.0
281,282,yasmin cofffee plantation plc,Ethiopia,yasmin coffee plantation plc,Sumeya Yasin,320,60 kg,METAD Agricultural Development plc,2014,"March 31st, 2015",yasmin Cofffee Plantation Plc,,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.12,0,0,Green,4.0,"March 30th, 2016",METAD Agricultural Development plc,m,1650.0,1703.0,1676.5
282,283,ipanema coffees,Brazil,ipanema coffees,Ipanema AgrÃ­cola SA,300,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,0,0,0,Green,1.0,"October 16th, 2015",Specialty Coffee Association,m,1200.0,1200.0,1200.0
283,284,eric thormaehlen,Costa Rica,coricafe s.a.,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,0.1,0,0,Green,3.0,"June 9th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1400.0,1300.0
284,285,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del CafÃ©,2014,"May 22nd, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10.0,10.0,10.0,7.75,83.83,0.1,0,0,Green,1.0,"May 22nd, 2015",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
285,286,ipanema coffees,Brazil,ipanema coffees,Ipanema Coffees,320,60 kg,Specialty Coffee Association,2013/2014,"December 26th, 2013",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,0.1,0,0,Green,0.0,"December 26th, 2014",Specialty Coffee Association,m,1260.0,1260.0,1260.0
286,287,garet alban,Ecuador,sultana del cafe inc.,,1,5 lbs,Specialty Coffee Association,2013,"October 4th, 2013",Garet Alban,,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83,0.09,0,0,Bluish-Green,0.0,"October 4th, 2014",Specialty Coffee Association,m,800.0,800.0,800.0
287,288,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,250,70 kg,AlmacafÃ©,2013,"September 3rd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,0.11,0,0,Green,1.0,"September 3rd, 2014",AlmacafÃ©,m,1750.0,1750.0,1750.0
288,289,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"April 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83,0.11,0,0,Green,3.0,"April 26th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
289,290,filemon mendoza campos,Mexico,,FILEMON MENDOZA CAMPOS,20,1 kg,AMECAFE,2012,"July 26th, 2012",FILEMON MENDOZA CAMPOS,Bourbon,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83,0.1,0,0,Green,2.0,"July 26th, 2013",AMECAFE,m,1218.0,1218.0,1218.0
290,291,alfredo bojalil,Mexico,ecomtrading,ERNST POHLENZ AGUILAR,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,83.83,0.11,0,0,,4.0,"June 6th, 2013",AMECAFE,m,1300.0,1300.0,1300.0
291,292,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,Nazareth Dias Pereira,300,1 kg,NUCOFFEE,2011/2012,"December 21st, 2011",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,0.12,0,0,Green,3.0,"December 20th, 2012",NUCOFFEE,m,1250.0,1250.0,1250.0
292,293,doi chaang coffee company,Thailand,,Doi Chaang Community Enterprise Piko,175,50 kg,Specialty Coffee Association,2011,"September 20th, 2011",Doi Chaang Coffee Company,,,7.75,7.75,7.58,8,7.67,7.58,10.0,10.0,10.0,7.5,83.83,0.02,0,0,,2.0,"September 19th, 2012",Specialty Coffee Association,ft,1499.9208,1499.9208,1499.9208
293,294,doi tung development project,Thailand,,,1,60 kg,Specialty Coffee Association,2011,"August 16th, 2011",Doi Tung Development Project,,,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,0.01,0,0,,0.0,"August 15th, 2012",Specialty Coffee Association,m,,,
294,295,ethiopia commodity exchange,Ethiopia,,Contact name | ATO Teshome Belamo,300,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.58,7.83,7.58,8,7.83,7.5,10.0,10.0,10.0,7.5,83.83,0.1,0,0,,3.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,,,
295,296,kennedy macharia,Kenya,taylor winch (coffee) ltd,KAROGOTO,200,60 kg,Kenya Coffee Traders Association,,"January 11th, 2018",Kennedy Macharia,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,0.11,0,0,Green,2.0,"January 11th, 2019",Kenya Coffee Traders Association,m,1800.0,1800.0,1800.0
296,297,ipanema coffees,Brazil,ipanema coffees,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.11,0,0,Green,5.0,"October 20th, 2018",Brazil Specialty Coffee Association,m,890.0,890.0,890.0
297,298,carcafe ltda ci,Colombia,carcafe ltda,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70 kg,AlmacafÃ©,2017,"September 28th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,0.11,0,0,Green,1.0,"September 28th, 2018",AlmacafÃ©,m,442.0,442.0,442.0
298,299,"lin, che-hao krude ???",Taiwan,taiwan coffee laboratory,??? & ??? (Tseng Ju Feng & Kuo Jun Hong),10,10 kg,Specialty Coffee Association,2016,"June 6th, 2017","Lin, Che-Hao Krude ???",Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,0,0,0,Green,0.0,"June 6th, 2018",Specialty Coffee Association,m,750.0,750.0,750.0
299,300,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,275,70 kg,AlmacafÃ©,2016,"February 15th, 2017",Racafe & Cia S.C.A,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,0,1,0,Green,4.0,"February 15th, 2018",AlmacafÃ©,m,,,
300,301,yunnan coffee exchange,China,yunnan coffee exchange,Puâ€™er Specialty Coffee Cupping Center,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,0.1,0,1,Green,2.0,"April 6th, 2017",Yunnan Coffee Exchange,m,1650.0,1650.0,1650.0
301,302,carcafe ltda ci,Colombia,carcafe ltda,FRANKLIN DUSSAN,250,70 kg,AlmacafÃ©,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,0,0,0,Green,0.0,"November 26th, 2016",AlmacafÃ©,m,442.0,442.0,442.0
302,303,nile highland arabica coffee farmers,Uganda,nile highlands arabica coffee farmers,Nile Highland Arabica Coffee Farmers,320,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Nile Highland Arabica Coffee Farmers,Bourbon,Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,0.12,0,0,Green,0.0,"June 30th, 2015",Uganda Coffee Development Authority,m,1400.0,1400.0,1400.0
303,304,german negron,United States (Puerto Rico),"hacienda alto grande, llc.",Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"June 9th, 2014",German Negron,Other,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,0.12,0,0,Green,1.0,"June 9th, 2015",Specialty Coffee Association,ft,853.44,853.44,853.44
304,305,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,100,70 kg,AlmacafÃ©,2014,"February 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,0,0,0,Green,5.0,"February 5th, 2015",AlmacafÃ©,m,1600.0,1950.0,1775.0
305,306,olam agro colombia,Colombia,olam international ltd,,250,70 kg,AlmacafÃ©,2014,"January 24th, 2014",Olam Agro Colombia,Other,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,0,0,0,Green,3.0,"January 24th, 2015",AlmacafÃ©,m,1500.0,1600.0,1550.0
306,307,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,250,70 kg,AlmacafÃ©,2013,"November 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0,0,0,Blue-Green,1.0,"November 22nd, 2014",AlmacafÃ©,m,1750.0,1750.0,1750.0
307,308,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,275,70 kg,AlmacafÃ©,2013,"August 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,0.11,0,0,Green,3.0,"August 27th, 2014",AlmacafÃ©,m,1750.0,1750.0,1750.0
308,309,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,12,100 lbs,Specialty Coffee Association,2013,"May 2nd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,0,0,0,Bluish-Green,0.0,"May 2nd, 2014",Specialty Coffee Association,ft,,,
309,310,saul m. hernandez ramirez,Mexico,,"MARTINEZ MAGDALENA, AGAPITA",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75,0.13,5,0,None,5.0,"September 27th, 2013",AMECAFE,m,700.0,700.0,700.0
310,311,the coffee source inc.,Guatemala,the coffee source inc.,Several producres,250,3 lbs,Specialty Coffee Association,2012,"May 24th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,0.11,0,0,Bluish-Green,1.0,"May 24th, 2013",Specialty Coffee Association,m,1300.0,1300.0,1300.0
311,312,carcafe ltda ci,Colombia,,Carlos Peneche/Jesus Peneche/Flor ChacÃ³n,275,70 kg,AlmacafÃ©,January 2011,"April 20th, 2011",CARCAFE LTDA CI,,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75,0.1,0,0,,1.0,"April 19th, 2012",AlmacafÃ©,m,1600.0,1600.0,1600.0
312,313,exportadora de cafe condor s.a,Colombia,,,250,70 kg,AlmacafÃ©,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,0.06,0,0,,1.0,"February 9th, 2012",AlmacafÃ©,m,1600.0,1600.0,1600.0
313,314,kona pacific farmers cooperative,United States (Hawaii),,,4,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75,0,0,0,,0.0,"June 29th, 2011",Specialty Coffee Association,ft,,,
314,315,ipanema coffees,Brazil,ipanema coffees,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,0.11,0,0,Green,2.0,"October 20th, 2018",Brazil Specialty Coffee Association,m,890.0,890.0,890.0
315,316,kennedy macharia,Kenya,taylor winch (coffee) ltd,NCHOROIBORO / KIRIANI FACTORY,200,60 kg,Kenya Coffee Traders Association,2017,"September 1st, 2017",Kennedy Macharia,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,0.11,0,0,Bluish-Green,0.0,"September 1st, 2018",Kenya Coffee Traders Association,m,1700.0,1700.0,1700.0
316,317,bismarck castro,Honduras,cigrah s.a de c.v,Reinerio Zepeda,285,69 kg,Instituto HondureÃ±o del CafÃ©,2016,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,0,0,Green,2.0,"May 11th, 2018",Instituto HondureÃ±o del CafÃ©,m,1400.0,1400.0,1400.0
317,318,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",RONALDO LACAYO CARDENAL,275,69 kg,Instituto HondureÃ±o del CafÃ©,2016,"May 11th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67,0.1,0,0,Green,3.0,"May 11th, 2018",Instituto HondureÃ±o del CafÃ©,m,1250.0,1250.0,1250.0
318,319,ipanema coffees,Brazil,ipanema coffees,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,0.11,0,2,Green,3.0,"August 16th, 2017",Brazil Specialty Coffee Association,m,934.0,934.0,934.0
319,320,"lin, che-hao krude ???",Taiwan,taiwan coffee laboratory,"FANG,ZHENG-LUN ???",20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016","Lin, Che-Hao Krude ???",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,0.1,0,0,Bluish-Green,0.0,"May 18th, 2017",Specialty Coffee Association,m,1200.0,1200.0,1200.0
320,321,"ceca, s.a.",Costa Rica,"ceca,s.a.",,275,69 kg,Specialty Coffee Association of Costa Rica,,"March 14th, 2016","CECA, S.A.",,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67,0.11,0,0,Blue-Green,1.0,"March 14th, 2017",Specialty Coffee Association of Costa Rica,m,1350.0,1350.0,1350.0
321,322,doi tung development project,Thailand,doi tung development project,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,0.12,0,0,Bluish-Green,0.0,"June 8th, 2016",Specialty Coffee Association,m,800.0,800.0,800.0
322,323,rob stephen,Colombia,olam specialty coffee,Agrotello Coop,100,2 lbs,Specialty Coffee Association,2014/2015,"November 21st, 2014",Rob Stephen,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.11,0,0,,4.0,"November 21st, 2015",Specialty Coffee Association,m,1550.0,1700.0,1625.0
323,324,juan luis alvarado romero,Guatemala,exportcafe,FRANCISCO LUIS MARTINEZ LOPEZ,275,69 kg,Asociacion Nacional Del CafÃ©,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.5,7.33,8,8.0,8.0,9.33,10.0,10.0,7.5,83.67,0.1,0,0,Green,0.0,"February 27th, 2015",Asociacion Nacional Del CafÃ©,ft,1356.6648,1356.6648,1356.6648
324,325,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,250,70 kg,AlmacafÃ©,2013,"October 29th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,0,0,0,Green,3.0,"October 29th, 2014",AlmacafÃ©,m,1750.0,1750.0,1750.0
325,326,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,Huila,250,70 kg,AlmacafÃ©,2013,"August 16th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,0,0,0,Green,1.0,"August 16th, 2014",AlmacafÃ©,m,1800.0,2000.0,1900.0
326,327,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.","AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del CafÃ©,2013,"May 30th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,0.12,1,0,Green,3.0,"May 30th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
327,328,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,0.11,0,0,Green,2.0,"February 26th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
328,329,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,,250,70 kg,AlmacafÃ©,2012,"November 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,0.11,0,0,Green,1.0,"November 22nd, 2013",AlmacafÃ©,m,1750.0,1750.0,1750.0
329,330,the coffee source inc.,Guatemala,the coffee source inc.,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,"August 23rd, 2012",The Coffee Source Inc.,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,0,0,Green,1.0,"August 23rd, 2013",Specialty Coffee Association,m,1450.0,1450.0,1450.0
330,331,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,0.11,0,0,Green,13.0,"July 9th, 2013",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
331,332,juan luis ortega carballo,Mexico,,JUAN LUIS ORTEGA CARBALLO,48,1 kg,AMECAFE,2012,"July 2nd, 2012",JUAN LUIS ORTEGA CARBALLO,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67,0.12,4,0,Green,11.0,"July 2nd, 2013",AMECAFE,m,1100.0,1100.0,1100.0
332,333,ekai international company ltd.,Indonesia,scai,PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,"May 23rd, 2012",EKAI International Company Ltd.,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,0,0,Green,0.0,"May 23rd, 2013",Specialty Coffee Association of Indonesia,m,1200.0,1600.0,1400.0
333,334,juan luis alvarado romero,Guatemala,"siembras vision, s.a.","SIEMBRAS VISION, S.A",250,69 kg,Asociacion Nacional Del CafÃ©,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.1,0,0,Green,0.0,"April 30th, 2013",Asociacion Nacional Del CafÃ©,ft,1524.0,1524.0,1524.0
334,335,kona pacific farmers cooperative,United States (Hawaii),,,3,100 lbs,Specialty Coffee Association,,"April 21st, 2011",Kona Pacific Farmers Cooperative,,,7.75,8,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,0,0,0,,0.0,"April 20th, 2012",Specialty Coffee Association,ft,,,
335,336,ipanema coffees,Brazil,ipanema coffees,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0.11,0,0,Green,5.0,"October 20th, 2018",Brazil Specialty Coffee Association,m,890.0,890.0,890.0
336,337,juan luis alvarado romero,Guatemala,exportcafe,JUAN RAMIREZ MORALES,275,69 kg,Asociacion Nacional Del CafÃ©,2016,"July 5th, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,0.11,0,1,Green,0.0,"July 5th, 2017",Asociacion Nacional Del CafÃ©,ft,1128.3696,1128.3696,1128.3696
337,338,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,275,70 kg,AlmacafÃ©,2016,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.11,0,0,Green,4.0,"April 15th, 2017",AlmacafÃ©,m,,,
338,339,yunnan coffee exchange,China,yunnan coffee exchange,Menglian Mang Pan Professional Cooperative,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.1,0,1,Green,4.0,"April 6th, 2017",Yunnan Coffee Exchange,m,1100.0,1100.0,1100.0
339,340,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,275,70 kg,AlmacafÃ©,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,0.12,0,0,Green,3.0,"November 18th, 2016",AlmacafÃ©,m,1600.0,1950.0,1775.0
340,341,andreas kussmaul,Mexico,exportadora cafÃ© california,Exportadora CafÃ© California,275,2 kg,AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,2014,"May 12th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.12,1,0,Green,13.0,"May 11th, 2016",AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,m,1200.0,1200.0,1200.0
341,342,essencecoffee,Ethiopia,essence coffee,LevelUp,250,60 kg,Blossom Valley International,2014,"March 25th, 2015",EssenceCoffee,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0,0,0,,7.0,"March 24th, 2016",Blossom Valley International,m,1700.0,2000.0,1850.0
342,343,bulamburi coffee farmers association,Uganda,bulamburi coffee farmers association,Bulamburi coffee farmers association,100,60 kg,Uganda Coffee Development Authority,2013,"June 27th, 2014",Bulamburi coffee farmers association,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,0,0,Green,5.0,"June 27th, 2015",Uganda Coffee Development Authority,m,1800.0,1800.0,1800.0
343,344,compaÃ±ia colombiana agroindustrial s.a,Colombia,ecom cca sa,,250,70 kg,AlmacafÃ©,2014,"June 24th, 2014",CompaÃ±ia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0,0,0,Green,0.0,"June 24th, 2015",AlmacafÃ©,m,1600.0,1600.0,1600.0
